CUI,CUI_STR,LOINC_PART,LOINC_PART_NAME
C1625265,Encephalitozoon intestinalis DNA,LP38023-5,Encephalitozoon intestinalis DNA
C1546129,W Tc-99m pertechnetate IV,LP33961-1,W Tc-99m pertechnetate IV
C0751672,Hendra Virus,LP207926-9,Hendra virus
C1265210,Lactobacillus species,LP21192-7,Lactobacillus sp
C1718466,Views 2 limited,LP36693-7,Views 2 limited
C0369859,Plasmodium vivax antibody,LP39423-6,Plasmodium vivax Ab
C0808066,Stager.clinical,LP73406-8,Stager.clinical
C0883036,Equine arteritis virus RNA,LP38080-5,Equine arteritis virus RNA
C3260914,EMS unit primary role,LP133227-1,EMS unit primary role
C0043766,"1,2,4-trichlorobenzene",LP28809-9,"1,2,4-Trichlorobenzene"
C0487452,Respiratory syncytial virus IgG,LP39547-2,Respiratory syncytial virus Ab.IgG
C2599916,Pooled fresh frozen plasma units given,LP229377-9,Pooled fresh frozen plasma units given
C1116139,Transferrin receptor.soluble,LP28565-7,Transferrin receptor.soluble
C0883515,Rabbit hemorrhagic disease virus Ab,LP40146-0,Rabbit hemorrhagic disease virus Ab
C2964442,Reaches for person or object,LP101834-2,Reaches for person or object
C3260854,"At my school, there is a teacher or some other adult who notices when I'm not there",LP133476-4,"At my school, there is a teacher or some other adult who notices when I'm not there"
C0118368,fumonisin B3,LP263238-0,Fumonisin B3
C1507368,Guidance for aspiration+placement of drainage tube,LP33670-8,Guidance for aspiration+placement of drainage tube
C3174624,I enjoy a good physical fight,LP118978-8,I enjoy a good physical fight
C3174801,"How many of his or her grandparents have, had, or were suspected of having this eye problem",LP117031-7,"How many of his or her grandparents have, had, or were suspected of having this eye problem"
C1439493,1 hour post 250 ug corticotropin,LP20518-4,1H post 250 ug corticotropin
C1718705,Bordetella pertussis secretory Ab,LP37322-2,Bordetella pertussis.secretory Ab
C3259512,Cranial or peripheral neuropathy,LP128697-2,Cranial or peripheral neuropathy
C1317232,Clarithromycin 16.0 ug/mL,LP228066-9,Clarithromycin 16.0 ug/mL
C3476664,Type oral vitamin D analog prescribed,LP156432-9,Type oral vitamin D analog prescribed
C3482301,CCR2 gene.p.Val64Ile,LP145978-5,CCR2 gene.p.Val64Ile
C1627389,Guidance for percutaneous aspiration of cyst,LP36098-9,Guidance for percutaneous aspiration of cyst
C3166668,What Y was building built,LP114361-1,What Y was building built
C3165804,PhenX - prostate health protocol,LP111954-6,PhenX - prostate health protocol 101201
C3475918,I have swelling as a result of surgery in the past 7D,LP146264-9,I have swelling as a result of surgery in the past 7D
C1455737,Horse antigen,LP28444-5,Horse
C1719007,Cranberry (Vaccinium oxycoccos) Ab,LP40108-0,Vaccinium oxycoccos Ab
C1718804,Goose feather Ab,LP38260-3,Goose feather Ab
C0807300,Parakeet feather Ab.IgE.RAST class,LP229199-7,Parakeet feather Ab.IgE.RAST class
C1624191,Cyclospora cayetanensis DNA,LP37862-7,Cyclospora cayetanensis DNA
C1719156,Specimen size.additional dimension 1,LP73380-5,Specimen size.additional dimension 1
C1829924,TCRB & Immunoglobulin heavy chain gene rearrangements,LP56931-6,TCRB & Immunoglobulin heavy chain gene rearrangements
C0301260,Mushroom poison,LP19154-1,Mushroom toxins
C1439490,1 hour post 200 ug TRH IV,LP20829-5,1H post 200 ug TRH IV
C1440731,HIV 1 p66,LP17966-0,HIV 1 p66
C1954041,Do you often feel helpless,LP74774-8,Do you often feel helpless
C0005715,Blastomyces dermatitidis,LP14386-4,Blastomyces dermatitidis
C0369396,HLA-B55(22),LP16531-3,HLA-B55(22)
C1270345,Bougainvillea specific immunoglobulin E,LP147648-2,Bougainvillea Ab.IgE
C1317718,Serotonin/Creatinine,LP287026-1,Serotonin/Creatinine
C0012426,Dimethylformamide,LP14354-2,Dimethylformamide
C3484193,Blood pressure home reading,LP156353-7,Blood pressure home reading
C1416474,IRF6 gene,LP71429-2,IRF6 gene
C1829792,Legionella pneumophila 11 (antigen),LP57450-6,Legionella pneumophila 11
C2963480,"Each time you ate mexican foods, how much did you usually eat in the past 30D",LP102637-8,"Each time you ate mexican foods, how much did you usually eat in the past 30D"
C3481964,Basophils+Mast cells/100 leukocytes,LP285066-9,Basophils+Mast cells/100 leukocytes
C2706619,Transaction,LP91316-7,Transaction
C3166495,Type of dwelling if other,LP114358-7,Type of dwelling if other
C0909839,emtricitabine,LP35786-0,Emtricitabine
C3533033,Criticism had a devastating effect on me in last W,LP158038-2,Criticism had a devastating effect on me in last W
C1718172,Other indicators,LP75306-8,Other indicators
C0010308,Congenital Hypothyroidism,LP56766-6,Congenital hypothyroidism
C1439714,40 minutes post 200 ug TRH IV,LP20833-7,40M post 200 ug TRH IV
C0806252,Gradient.systole.mean,LP416923-3,Gradient.systole.mean
C3176309,"During the episode, which of the following parts of your vision were affected",LP121199-6,"During the episode, which of the following parts of your vision were affected"
C0016263,Flow Cytometry,LP6274-7,Flow cytometry
C2964109,I woke up too early and could not fall back asleep in past 7D,LP103182-4,I woke up too early and could not fall back asleep in past 7D
C1718652,Common Ragweed (Ambrosia elatior) Ab,LP37035-0,Ambrosia elatior Ab
C0055955,"iota toxin, Clostridium perfringens",LP262669-7,Clostridium perfringens iota toxin
C0883162,Isoheptacarboxylporphyrin,LP14339-3,Isoheptacarboxylporphyrin
C2599594,post bronchodilator,LP71934-1,post bronchodilator
C0486845,Grain Ab.IgE,LP148393-4,Grain Ab.IgE
C3262868,Geneticist review,LP135788-0,Geneticist review
C0807006,MT-ATP6 gene.p.L156R,LP19738-1,MT-ATP6 gene.p.L156R
C1508353,View true lateral,LP33763-1,View true lateral
C2924466,Mechanism of death in patient's dying of cardiovascular causes,LP98963-9,Mechanism of death in patient's dying of cardiovascular causes
C1659983,1p & 19q chromosome deletion,LP227502-4,1p & 19q chromosome deletion
C0805265,Bean pinto Ab.IgG.RAST class,LP227757-4,Bean pinto Ab.IgG.RAST class
C1317423,HIV 1 p65+p66 Ab,LP38456-7,HIV 1 p65+p66 Ab
C3173933,"In the past 12Mo, has your child had a problem with sneezing, or a runny or blocked nose, when he or she did not have a cold or the flu",LP116315-5,"In the past 12Mo, has your child had a problem with sneezing, or a runny or blocked nose, when he or she did not have a cold or the flu"
C2964513,Summary of safety and effectiveness,LP101548-8,Summary of safety and effectiveness
C0807000,Mouse urine proteins Ab.IgE.RAST class,LP229025-4,Mouse urine proteins Ab.IgE.RAST class
C1441134,"Rat epithelium, serum proteins + urine proteins",LP32528-9,Rat epithelium+Serum proteins+Urine proteins
C2708457,Alpha thalassemia gene panel,LP94306-5,Alpha thalassemia gene panel
C2825559,Residential Telephone Number,LP150083-6,Home phone number
C3475624,I am depressed about the infection in the past 7D,LP146902-4,I am depressed about the infection in the past 7D
C3533199,Post-natal maternal vital status,LP156714-0,Post-natal maternal vital status
C0085181,Aflatoxin M1,LP263247-1,Aflatoxin M1
C1115727,Mytilus edulis basophil bound Ab,LP174416-0,Mytilus edulis basophil bound Ab
C2924344,Ever told by doctor that you had deep venous thrombosis,LP98901-9,Ever told by doctor that you had deep venous thrombosis
C2963749,How often did you take fish oil or omega 3 fatty acids,LP102713-7,How often did you take fish oil or omega 3 fatty acids
C0043125,West Nile virus,LP28423-9,West Nile virus
C0807821,S' wave amplitude.lead V2,LP31155-2,S' wave amplitude.lead V2
C1439755,5.5 hours post dose glucose,LP20815-4,5.5H post dose glucose
C2732283,Streptococcus pneumoniae Danish serotype 6A,LP249079-7,Streptococcus pneumoniae Danish serotype 6A
C0007551,cefonicid,LP16067-8,Cefonicid
C0806211,Gelatin porcine Ab.IgE,LP147545-0,Gelatin porcine Ab.IgE
C1115145,Ananas comosus Ab.IgG.RAST class,LP227636-0,Ananas comosus Ab.IgG.RAST class
C1718316,Room number,LP75589-9,Room number
C3176073,How often does acting out your dreams happen,LP120281-3,How often does acting out your dreams happen
C1439989,Food Allergen Mix 10 (Beef+Chicken meat+Egg yolk+Pork+Turkey meat),LP18739-0,(Beef+Chicken meat+Egg yolk+Pork+Turkey meat)
C1441175,Salmonella paratyphi B H,LP16753-3,Salmonella paratyphi B H
C1545819,VA C&P exam.hand &or thumb &or fingers note,LP73616-2,VA C&P exam.hand &or thumb &or fingers note
C2736879,Acnida tamariscina Ab.IgG4,LP95845-1,Acnida tamariscina Ab.IgG4
C3174049,"If I hurry or walk fast, I have to stop or slow down",LP116739-6,"If I hurry or walk fast, I have to stop or slow down"
C3176997,End time - right before going to sleep,LP125270-1,End time - right before going to sleep
C3262050,I have to use written lists more often than other people my age so I will not forget things,LP134497-9,I have to use written lists more often than other people my age so I will not forget things
C0369863,Collagen induced platelet aggregation,LP16895-2,Platelet aggregation.collagen induced
C2598123,"Primary and Other Diagnoses, Comorbidities, and Complications",LP75419-9,"Primary and Other Diagnoses, Comorbidities, and Complications"
C1718715,Brome (Bromus inermis) Ab,LP37427-9,Bromus inermis Ab
C3262017,I got along well with my teachers in the past 7D,LP134479-7,I got along well with my teachers in the past 7D
C1830670,Completes normal workday & week WO interruptions from psych symptoms & performs at consistent pace WO unreasonable number & length of rests,LP74642-7,Completes normal workday & week WO interruptions from psych symptoms & performs at consistent pace WO unreasonable number & length of rests
C2970231,Apis mellifera phospholipase A2 recombinant (rApi m) 1 Ab.IgE,LP147977-5,Apis mellifera phospholipase A2 recombinant (rApi m) 1 Ab.IgE
C3476006,I think I have fewer friends than others in the past 4W,LP149159-8,I think I have fewer friends than others in the past 4W
C3541233,Include all data of the selected type within or aligned to an encounter by the same service or encounter,LP74117-0,Include all data of the selected type within or aligned to an encounter by the same service or encounter
C1270747,Rice specific immunoglobulin E,LP148087-2,Oryza sativa Ab.IgE
C0882790,Cells.CD128/100 cells,LP285302-8,Cells.CD128/100 cells
C1317766,Susceptibility organism,LP269135-2,Susceptibility organism
C0255161,Carboxypeptidase B2,LP190644-7,Thrombin activatable fibrinolysis inhibitor
C1439679,3 days post 50 ug Candida albicans intradermal,LP20417-9,3D post 50 ug Candida albicans ID
C0178793,pantothenate,LP15771-6,Pantothenate
C1717623,Betula populifolia Ab.IgE.RAST class,LP227778-0,Betula populifolia Ab.IgE.RAST class
C1830387,Depressive feelings,LP74719-3,Depressive feelings
C2734698,Complete blood count W Auto Differential panel,LP96800-5,Complete blood count W Auto Differential panel
C3260719,Does your problem interfere with your job or household responsibilities,LP130686-1,Does your problem interfere with your job or household responsibilities
C2826325,Fiducial Markers,LP263819-7,Fiducial marker
C0883105,Guidance for placement of decompression tube,LP33518-9,Guidance for placement of decompression tube
C1439790,6 hours post 5000 units,LP20389-0,6H post 5000 units
C3175040,I have nightmares about my parents,LP118121-5,I have nightmares about my parents
C0947319,Lens fitting,LP72870-6,Lens fitting
C1115363,Citrus reticulata Ab.IgG,LP37688-6,Citrus reticulata Ab.IgG
C0487702,Turnip Ab.IgE,LP148560-8,Turnip Ab.IgE
C0806030,Epidermis Ab.IgA,LP38059-9,Epidermis Ab.IgA
C1507100,Varicella zoster virus Ab.IgG & IgM panel,LP35906-4,Varicella zoster virus Ab.IgG & IgM panel
C1979799,Psychiatric drugs,LP31449-9,
C2734700,Complete blood count W Reflex Manual Differential panel,LP96801-3,Complete blood count W Reflex Manual Differential panel
C0489877,Vasculature of lung,LP7520-2,Pulmonary vasculature
C1953724,Salsola kali leukotriene release,LP229543-6,Salsola kali leukotriene release
C3166768,Which premarin pill did you use the longest,LP114905-5,Which premarin pill did you use the longest
C0001581,Adolescent Medicine,LP134107-4,Adolescent medicine
C0855228,Eating disorder symptom,LP267453-1,Eating disorder symptoms
C3174824,"For the past 3Mo or longer, have you had dry eyes, foreign body sensation with itching and burning, sandy feeling, not related to allergy",LP117045-7,"For the past 3Mo or longer, have you had dry eyes, foreign body sensation with itching and burning, sandy feeling, not related to allergy"
C1718189,Parietaria officinalis Ab.IgE.RAST class,LP229205-2,Parietaria officinalis Ab.IgE.RAST class
C2360638,Chief complaint+Reason for relapse if known,LP73948-9,Chief complaint+Reason for relapse if known
C3173574,Final partial lap distance,LP115785-0,Final partial lap distance
C2361296,Aerospace catchment area,LP74457-0,Aerospace catchment area
C2926583,Heart.atrium - left and Pulmonary veins,LP100033-2,Heart.atrium.left+Pulmonary veins
C1115224,Betula verrucosa Ab.IgG4,LP227781-4,Betula verrucosa Ab.IgG4
C1270585,Blueberry specific immunoglobulin E,LP147762-1,Vaccinium myrtillus Ab.IgE
C0806054,Erythromycin Ab.IgE.RAST class,LP228363-0,Erythromycin Ab.IgE.RAST class
C0605268,Phenylglyoxylate,LP18135-1,Phenylglyoxylate
C0882797,Cells.CD16+CD56+/100 cells,LP285325-9,Cells.CD16+CD56+/100 cells
C1115402,Ctenocephalides sp basophil bound Ab,LP174358-4,Ctenocephalides sp basophil bound Ab
C1441212,Spermatozoa Duplicate Head,LP14774-1,Spermatozoa.duplicate head
C0807697,Rationale for scheduled transport,LP74267-3,Rationale for scheduled transport
C0003280,Anticoagulants,LP232085-3,Anticoagulant
C1412084,ABCD1 gene,LP71403-7,ABCD1 gene
C0807386,Phospholipid phosphorus,LP15703-9,Phospholipid phosphorus
C0946550,von Willebrand factor Ag actual/Normal,LP174101-8,von Willebrand factor Ag actual/Normal
C1115116,Allium sativum basophil bound Ab,LP174384-0,Allium sativum basophil bound Ab
C2628258,Candida auris,LP262556-6,Candida auris
C0443997,HLA-Aw34 antigen,LP16497-7,HLA-A34(10)
C0805365,Bovine diarrhea virus 2 Ag,LP37393-3,Bovine diarrhea virus 2 Ag
C0135118,palmitoleate,LP33069-3,Palmitoleate
C0806543,Isoleucine/Creatinine,LP286291-2,Isoleucine/Creatinine
C3476014,I worry about being able to go to college because of my illness history in the past 4W,LP149156-4,I worry about being able to go to college because of my illness history in the past 4W
C0015214,Evoked Potentials,LP189768-7,Evoked potential
C0809813,Heart ventricle Left lateral apical,LP7321-5,Heart.ventricle.left.lateral apical
C0566169,Does make self understood,LP75074-2,Making self understood
C1370114,Decenoate,LP33056-0,Decenoate
C1978659,Calcium-phosphorus product panel,LP65600-6,Calcium-phosphorus product panel
C2963234,8-Estriol,LP101503-3,8-Estriol
C0042829,Visual Pathways,LP201642-8,Visual pathway
C1440412,"t(5;12)(q33.1;p13)(PDGFRB,ETV6) cells",LP19819-9,"Cells.t(5;12)(q33.1;p13)(PDGFRB,ETV6)"
C3475587,I am bothered by hair loss in the past 7D,LP146119-5,I am bothered by hair loss in the past 7D
C1829640,4-hydroxy-3-methoxyphenyllactate,LP61809-7,4-Hydroxy-3-Methoxyphenyllactate
C3258458,Your partner is not committed enough to your relationship,LP130136-7,Your partner is not committed enough to your relationship
C0489883,Ring finger arteries Left,LP7563-2,Ring finger arteries.left
C1442055,Dual Energy X-ray Absorptiometry (DXA),LP32390-4,XR.DXA
C1953604,Apis mellifera leukotriene release,LP227652-7,Apis mellifera leukotriene release
C1953614,Phthalic anhydride leukotriene release,LP229299-5,Phthalic anhydride leukotriene release
C2964422,Protein fractions & Immunoglobulins panel,LP94476-6,Protein fractions & Immunoglobulins panel
C0806989,Monosialoganglioside GM1 Ab.IgG+IgM,LP286572-5,Monosialoganglioside GM1 Ab.IgG+IgM
C1148354,Gerbil epithelium Ab.IgE.RAST class,LP228537-9,Gerbil epithelium Ab.IgE.RAST class
C0805750,Cotton cultivated Ab.IgE.RAST class,LP228166-7,Cotton cultivated Ab.IgE.RAST class
C1440894,Lens esculenta (antigen),LP17494-3,Lens esculenta
C1441775,Ultrasound 2D.mitral valve flow area.calculated,LP6584-9,US.2D.mitral valve flow area.calculated
C1718966,Sperm Tail Ab,LP39795-7,Spermatozoa.tail Ab
C3261089,EMS protocol,LP133602-5,EMS protocol
C0026771,Multiple Trauma,LP265795-7,Polytrauma
C2359934,Blood glucose monitors attachment,LP73930-7,Blood glucose monitors attachment
C2964018,I had trouble walking because of my asthma in past 7D,LP103270-7,I had trouble walking because of my asthma in past 7D
C3173263,Is your child's nose usually congested or stuffed at night,LP116787-5,Is your child's nose usually congested or stuffed at night
C3177083,"How much difficulty do you have walking for a quarter of a mile, that is about 2 or 3 blocks, or paying bills",LP127917-5,"How much difficulty do you have walking for a quarter of a mile, that is about 2 or 3 blocks"
C3261529,"How much difficulty do you currently have opening medications or vitamin containers, like childproof containers, small bottles",LP134210-6,"How much difficulty do you currently have opening medications or vitamin containers, like childproof containers, small bottles"
C3174779,During the last 12Mo has your child appeared to have difficulty seeing,LP117019-2,During the last 12Mo has your child appeared to have difficulty seeing
