PheCode.x	PheCode_desc.x	PheCode.y	PheCode_desc.y
PheCode:686.2	Impetigo	PheCode:041.1	Staphylococcus infections
PheCode:420	Carditis	PheCode:425.1	Primary/intrinsic cardiomyopathies
PheCode:420	Carditis	PheCode:425	Cardiomyopathy
PheCode:420.1	Myocarditis	PheCode:425.1	Primary/intrinsic cardiomyopathies
PheCode:420.1	Myocarditis	PheCode:425	Cardiomyopathy
PheCode:359.2	Myopathy	PheCode:425	Cardiomyopathy
PheCode:411.2	Myocardial infarction	PheCode:425.1	Primary/intrinsic cardiomyopathies
PheCode:411.2	Myocardial infarction	PheCode:425	Cardiomyopathy
PheCode:425.2	Secondary/extrinsic cardiomyopathies	PheCode:425	Cardiomyopathy
PheCode:425.1	Primary/intrinsic cardiomyopathies	PheCode:425	Cardiomyopathy
PheCode:714	Rheumatoid arthritis and other inflammatory polyarthropathies	PheCode:727.8	Plica syndrome
PheCode:377.3	Optic neuritis/neuropathy	PheCode:377.1	Optic atrophy
PheCode:433.31	Transient cerebral ischemia	PheCode:433.2	Occlusion of cerebral arteries
PheCode:459.9	Circulatory disease NEC	PheCode:433.2	Occlusion of cerebral arteries
PheCode:411.9	Other acute and subacute forms of ischemic heart disease	PheCode:433.2	Occlusion of cerebral arteries
PheCode:327	Sleep disorders	PheCode:327.1	Hypersomnia
PheCode:315.3	Mental retardation	PheCode:315.1	Learning disorder
PheCode:292.4	Altered mental status	PheCode:315.1	Learning disorder
PheCode:459.9	Circulatory disease NEC	PheCode:411.9	Other acute and subacute forms of ischemic heart disease
PheCode:433.3	Cerebral ischemia	PheCode:411.9	Other acute and subacute forms of ischemic heart disease
PheCode:441	Vascular insufficiency of intestine	PheCode:411.9	Other acute and subacute forms of ischemic heart disease
PheCode:433.2	Occlusion of cerebral arteries	PheCode:411.9	Other acute and subacute forms of ischemic heart disease
PheCode:362.8	Retinal hemorrhage/ischemia	PheCode:411.9	Other acute and subacute forms of ischemic heart disease
PheCode:428.1	Congestive heart failure (CHF) NOS	PheCode:428.3	Heart failure with reduced EF [Systolic or combined heart failure]
PheCode:041	Bacterial infection NOS	PheCode:038.3	Bacteremia
PheCode:038	Septicemia	PheCode:038.3	Bacteremia
PheCode:271	Disorders of carbohydrate transport and metabolism	PheCode:250.4	Abnormal glucose
PheCode:271.9	Other disorders of carbohydrate transport and metabolism	PheCode:250.4	Abnormal glucose
PheCode:272.9	Unspecified disorder of lipoid metabolism	PheCode:250.4	Abnormal glucose
PheCode:577.2	Chronic pancreatitis	PheCode:250.4	Abnormal glucose
PheCode:759	Other and unspecified congenital anomalies	PheCode:250.4	Abnormal glucose
PheCode:277.51	Lipoprotein disorders	PheCode:250.4	Abnormal glucose
PheCode:277.7	Dysmetabolic syndrome X	PheCode:250.4	Abnormal glucose
PheCode:250.21	Type 2 diabetes with ketoacidosis	PheCode:250.4	Abnormal glucose
PheCode:270.35	Macroglobulinemia	PheCode:250.4	Abnormal glucose
PheCode:250.11	Type 1 diabetes with ketoacidosis	PheCode:250.4	Abnormal glucose
PheCode:277.5	Other disorders of lipoid metabolism	PheCode:250.4	Abnormal glucose
PheCode:560.1	Paralytic ileus	PheCode:560.4	Other intestinal obstruction
PheCode:038.3	Bacteremia	PheCode:041	Bacterial infection NOS
PheCode:401	Hypertension	PheCode:642	Hypertension complicating pregnancy, childbirth, and the puerperium
PheCode:401.1	Essential hypertension	PheCode:642	Hypertension complicating pregnancy, childbirth, and the puerperium
PheCode:202.23	Lymphosarcoma	PheCode:170.2	Cancer of connective tissue
PheCode:202.22	Reticulosarcoma	PheCode:170.2	Cancer of connective tissue
PheCode:195.1	Malignant neoplasm, other	PheCode:170.2	Cancer of connective tissue
PheCode:204.2	Myeloid leukemia	PheCode:170.2	Cancer of connective tissue
PheCode:727	Other disorders of synovium, tendon, and bursa	PheCode:170.2	Cancer of connective tissue
PheCode:202.2	Non-Hodgkins lymphoma	PheCode:170.2	Cancer of connective tissue
PheCode:182	Malignant neoplasm of uterus	PheCode:170.2	Cancer of connective tissue
PheCode:374	Other disorders of eyelids	PheCode:371.33	Noninfectious dermatoses of eyelid
PheCode:185	Cancer of prostate	PheCode:198	Secondary malignant neoplasm
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:726.1	Enthesopathy
PheCode:117	Mycoses	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:228.1	Hemangioma of skin and subcutaneous tissue	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:704.8	Other specified diseases of hair and hair follicles	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:277.5	Other disorders of lipoid metabolism	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:728.1	Muscular calcification and ossification	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:272.1	Hyperlipidemia	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:202.2	Non-Hodgkins lymphoma	PheCode:204.11	Lymphoid leukemia, acute
PheCode:202.21	Nodular lymphoma	PheCode:204.11	Lymphoid leukemia, acute
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:355.1	Chronic pain syndrome
PheCode:153	Colorectal cancer	PheCode:208	Benign neoplasm of colon
PheCode:613.9	Breast disorder NOS	PheCode:610.3	Fibrosclerosis of breast
PheCode:054	Herpes simplex	PheCode:370	Keratitis
PheCode:369.2	Eye infection, viral	PheCode:370	Keratitis
PheCode:199	Neoplasm of uncertain behavior	PheCode:215	Other benign neoplasm of connective and other soft tissue
PheCode:741.6	Villonodular synovitis	PheCode:215	Other benign neoplasm of connective and other soft tissue
PheCode:371.3	Inflammation of eyelids	PheCode:041.1	Staphylococcus infections
PheCode:686.5	Pyoderma	PheCode:041.1	Staphylococcus infections
PheCode:209	Neuroendocrine tumors	PheCode:165.1	Cancer of bronchus; lung
PheCode:610.2	Fibroadenosis of breast	PheCode:610.3	Fibrosclerosis of breast
PheCode:610.1	Cystic mastopathy	PheCode:610.2	Fibroadenosis of breast
PheCode:610.1	Cystic mastopathy	PheCode:610.3	Fibrosclerosis of breast
PheCode:610	Benign mammary dysplasias	PheCode:610.2	Fibroadenosis of breast
PheCode:610	Benign mammary dysplasias	PheCode:610.3	Fibrosclerosis of breast
PheCode:250.7	Diabetic retinopathy	PheCode:362.4	Retinal vascular changes and abnomalities
PheCode:195.1	Malignant neoplasm, other	PheCode:189.11	Malignant neoplasm of kidney, except pelvis
PheCode:131	Protozoan infection	PheCode:132	Infestation (lice, mites)
PheCode:134.1	Intestinal helminthiases	PheCode:132	Infestation (lice, mites)
PheCode:134	Helminthiases	PheCode:132	Infestation (lice, mites)
PheCode:480.3	Pneumonia due to fungus (mycoses)	PheCode:132	Infestation (lice, mites)
PheCode:117.2	Coccidioidomycosis	PheCode:132	Infestation (lice, mites)
PheCode:117	Mycoses	PheCode:132	Infestation (lice, mites)
PheCode:302	Sexual and gender identity disorders	PheCode:625.1	Dyspareunia
PheCode:741.5	Hemarthrosis	PheCode:716	Other arthropathies
PheCode:526.41	Temporomandibular joint disorder, unspecified	PheCode:716	Other arthropathies
PheCode:727	Other disorders of synovium, tendon, and bursa	PheCode:716	Other arthropathies
PheCode:733	Other disorders of bone and cartilage	PheCode:716	Other arthropathies
PheCode:727.2	Bursitis disorders	PheCode:716	Other arthropathies
PheCode:274.2	Crystal arthropathies	PheCode:716	Other arthropathies
PheCode:726.3	Bursitis	PheCode:716	Other arthropathies
PheCode:741.1	Ankylosis of joint	PheCode:716	Other arthropathies
PheCode:742.8	Articular cartilage disorder	PheCode:716	Other arthropathies
PheCode:714	Rheumatoid arthritis and other inflammatory polyarthropathies	PheCode:716	Other arthropathies
PheCode:526.4	Temporomandibular joint disorders	PheCode:716	Other arthropathies
PheCode:713.5	Arthropathy associated with neurological disorders	PheCode:716	Other arthropathies
PheCode:733.6	Costochondritis	PheCode:716	Other arthropathies
PheCode:727.1	Synovitis and tenosynovitis	PheCode:716	Other arthropathies
PheCode:741	Symptoms and disorders of the joints	PheCode:716	Other arthropathies
PheCode:741.2	Stiffness of joint	PheCode:716	Other arthropathies
PheCode:727.8	Plica syndrome	PheCode:716	Other arthropathies
PheCode:728.2	Laxity of ligament or hypermobility syndrome	PheCode:716	Other arthropathies
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:716	Other arthropathies
PheCode:286.12	Congenital deficiency of other clotting factors (including factor VII)	PheCode:286.7	Other and unspecified coagulation defects
PheCode:287	Purpura and other hemorrhagic conditions	PheCode:286.7	Other and unspecified coagulation defects
PheCode:287.4	Qualitative platelet defects	PheCode:286.7	Other and unspecified coagulation defects
PheCode:530.7	Gastroesophageal laceration-hemorrhage syndrome	PheCode:286.7	Other and unspecified coagulation defects
PheCode:473.4	Voice disturbance	PheCode:350.2	Abnormality of gait
PheCode:292.1	Aphasia/speech disturbance	PheCode:350.2	Abnormality of gait
PheCode:729.7	Nontraumatic compartment syndrome	PheCode:351	Other peripheral nerve disorders
PheCode:357	Inflammatory and toxic neuropathy	PheCode:353.1	Nerve plexus lesions
PheCode:526.5	Inflammatory conditions of jaw	PheCode:990	Effects radiation NOS
PheCode:370.2	Superficial keratitis	PheCode:990	Effects radiation NOS
PheCode:930	Allergic reaction to food	PheCode:949	Allergies, other
PheCode:939	Atopic/contact dermatitis due to other or unspecified	PheCode:949	Allergies, other
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:782.3	Edema
PheCode:348.9	Other conditions of brain, NOS	PheCode:782.3	Edema
PheCode:907	Injuries to the nervous system	PheCode:782.3	Edema
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:752.2	Other specified congenital anomalies of nervous system
PheCode:348.9	Other conditions of brain, NOS	PheCode:752.2	Other specified congenital anomalies of nervous system
PheCode:331.1	Hydrocephalus	PheCode:752.2	Other specified congenital anomalies of nervous system
PheCode:907	Injuries to the nervous system	PheCode:752.2	Other specified congenital anomalies of nervous system
PheCode:368.9	Subjective visual disturbances	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:368	Visual disturbances	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:753.2	Congenital anomalies of posterior segment of eye	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:348.9	Other conditions of brain, NOS	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:907	Injuries to the nervous system	PheCode:377	Disorders of optic nerve and visual pathways
PheCode:378	Strabismus and other disorders of binocular eye movements	PheCode:755.4	Congenital anomalies of upper limb, including shoulder girdle
PheCode:425.8	Other cardiomyopathy	PheCode:425.2	Secondary/extrinsic cardiomyopathies
PheCode:425	Cardiomyopathy	PheCode:425.2	Secondary/extrinsic cardiomyopathies
PheCode:443.9	Peripheral vascular disease, unspecified	PheCode:447	Other disorders of arteries and arterioles
PheCode:459.9	Circulatory disease NEC	PheCode:447	Other disorders of arteries and arterioles
PheCode:443	Peripheral vascular disease	PheCode:447	Other disorders of arteries and arterioles
PheCode:608	Other disorders of male genital organs	PheCode:603.1	Hydrocele
PheCode:609.1	Infertility, male	PheCode:334.2	Anterior horn cell disease
PheCode:694.2	Other dyschromia	PheCode:389.1	Sensorineural hearing loss
PheCode:279	Disorders involving the immune mechanism	PheCode:279.1	Immunity deficiency
PheCode:704.1	Alopecia	PheCode:757	Congenital anomalies of the integument
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:420.2	Pericarditis
PheCode:345.1	Epilepsy	PheCode:313.3	Autism
PheCode:752	Nervous system congenital anomalies	PheCode:313.3	Autism
PheCode:345.11	Generalized convulsive epilepsy	PheCode:313.3	Autism
PheCode:459.9	Circulatory disease NEC	PheCode:441	Vascular insufficiency of intestine
PheCode:411.9	Other acute and subacute forms of ischemic heart disease	PheCode:441	Vascular insufficiency of intestine
PheCode:569	Other disorders of intestine	PheCode:441	Vascular insufficiency of intestine
PheCode:441.1	Acute vascular insufficiency of intestine	PheCode:441	Vascular insufficiency of intestine
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:701.2	Scar conditions and fibrosis of skin
PheCode:695.1	Toxic erythema	PheCode:701.2	Scar conditions and fibrosis of skin
PheCode:716.9	Arthropathy NOS	PheCode:741	Symptoms and disorders of the joints
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:741	Symptoms and disorders of the joints
PheCode:716	Other arthropathies	PheCode:741	Symptoms and disorders of the joints
PheCode:585.3	Chronic renal failure [CKD]	PheCode:585.32	End stage renal disease
PheCode:585.2	Renal failure NOS	PheCode:585.32	End stage renal disease
PheCode:480.3	Pneumonia due to fungus (mycoses)	PheCode:117.4	Aspergillosis
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:117	Mycoses
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:767	Cervicocranial/Cervicobrachial syndrome
PheCode:292	Neurological disorders	PheCode:767	Cervicocranial/Cervicobrachial syndrome
PheCode:286.7	Other and unspecified coagulation defects	PheCode:446.8	Thrombotic microangiopathy
PheCode:586	Other disorders of the kidney and ureters	PheCode:446.8	Thrombotic microangiopathy
PheCode:695.42	Systemic lupus erythematosus	PheCode:446.8	Thrombotic microangiopathy
PheCode:695.4	Lupus (localized and systemic)	PheCode:446.8	Thrombotic microangiopathy
PheCode:283.21	Hemolytic-uremic syndrome	PheCode:446.8	Thrombotic microangiopathy
PheCode:756.5	Congenital osteodystrophies	PheCode:716.3	Kaschin-Beck disease
PheCode:732	Osteochondropathies	PheCode:716.3	Kaschin-Beck disease
PheCode:300.8	Acute reaction to stress	PheCode:300.9	Posttraumatic stress disorder
PheCode:337	Disorders of the autonomic nervous system	PheCode:458.1	Orthostatic hypotension
PheCode:333.8	Other degenerative diseases of the basal ganglia	PheCode:458.1	Orthostatic hypotension
PheCode:337.1	Peripheral autonomic neuropathy	PheCode:458.1	Orthostatic hypotension
PheCode:222	Benign neoplasm of male genital organs	PheCode:600	Hyperplasia of prostate
PheCode:602	Other disorders of prostate	PheCode:600	Hyperplasia of prostate
PheCode:165.1	Cancer of bronchus; lung	PheCode:198	Secondary malignant neoplasm
PheCode:195.1	Malignant neoplasm, other	PheCode:198	Secondary malignant neoplasm
PheCode:401.3	Other hypertensive complications	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:165.1	Cancer of bronchus; lung	PheCode:165	Cancer within the respiratory system
PheCode:149	Cancer of larynx, pharynx, nasal cavities	PheCode:165	Cancer within the respiratory system
PheCode:149.4	Cancer of larynx	PheCode:165	Cancer within the respiratory system
PheCode:149.9	Cancer of of nasal cavities	PheCode:165	Cancer within the respiratory system
PheCode:070.9	Hepatitis NOS	PheCode:571.5	Other chronic nonalcoholic liver disease
PheCode:573.4	Acute and subacute necrosis of liver	PheCode:571.5	Other chronic nonalcoholic liver disease
PheCode:070	Viral hepatitis	PheCode:571.5	Other chronic nonalcoholic liver disease
PheCode:443.9	Peripheral vascular disease, unspecified	PheCode:414.2	ASCVD
PheCode:170.2	Cancer of connective tissue	PheCode:202.23	Lymphosarcoma
PheCode:714.1	Rheumatoid arthritis	PheCode:714.2	Juvenile rheumatoid arthritis
PheCode:586	Other disorders of the kidney and ureters	PheCode:586.2	Cyst of kidney, acquired
PheCode:292	Neurological disorders	PheCode:315.1	Learning disorder
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:315.1	Learning disorder
PheCode:133	Arthropod-borne diseases	PheCode:008	Intestinal infection
PheCode:054	Herpes simplex	PheCode:008	Intestinal infection
PheCode:117	Mycoses	PheCode:008	Intestinal infection
PheCode:134.1	Intestinal helminthiases	PheCode:008	Intestinal infection
PheCode:079	Viral infection	PheCode:008	Intestinal infection
PheCode:681.2	Cellulitis and abscess of face/neck	PheCode:008	Intestinal infection
PheCode:070	Viral hepatitis	PheCode:008	Intestinal infection
